id	origin	earliest	latest	form	form_type	is_anonymous	genre	subgenre	has_dramaweb_scan	has_dramaweb_transcription	ceneton_scan	ceneton_transcription	external_scan	external_transcription	fingerprint	literature	remarks	link_ub_antwerp	link_kbb	link_ub_gent	link_bnf	link_kb	link_google	link_bll
"749e1179-f3e9-4455-a8d0-232eff4b9014"	"M1349"	"1726-01-01"	"1726-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"47cd0192-9867-42de-b73f-9271c68e2fc5"	"M1350"	"1726-01-01"	"1726-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"7ac209bc-4bc8-454f-9a8b-54727623dd7e"	"M1354"	"1726-01-01"	"1726-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"55b56552-d8af-40a0-9168-8064a90d7e68"	"M1355"	"1726-01-01"	"1726-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"d1695c20-3030-4cab-8e77-7d091b930d08"	"M1364"	"1726-01-01"	"1726-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"6836baa7-7e14-493f-aa0a-9557e70a1b15"	"M1366"	"1726-01-01"	"1726-12-31"	"Mention"	"Fragment"	"f"			"f"	"f"				"f"										
"2530258a-b804-470a-a225-edd6cb3d6e36"	"M1384"	"1727-01-01"	"1727-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"912e7f34-0bdf-440c-8714-53356ba023dc"	"M1391"	"1727-01-01"	"1727-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"aa13c619-f94a-4a14-8916-dab75ca07bd8"	"M1439"	"1729-01-01"	"1729-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"2fb279fa-f8aa-4b5a-855a-0c1a3ff4db8e"	"M1448"	"1729-01-01"	"1729-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"1d17acb5-20f0-463e-a534-e62f9f8489b1"	"M1449"	"1729-01-01"	"1729-12-31"	"Synopsis (printed)"	"Synopsis"	"f"	"Tragedy"		"f"	"f"				"f"						"https://lib.ugent.be/catalog/rug01:000793062"				
"d302e53f-e63d-421c-aec1-fb0633670a38"	"M1466"	"1729-01-01"	"1729-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"										
"da40a8d2-1b05-4081-8548-ed5c7eb6f902"	"M1597"	"1732-01-01"	"1732-12-31"	"Synopsis (printed)"	"Synopsis"	"f"			"f"	"f"				"f"		"Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836"								
"b9872e2e-71c3-47ef-a4df-a209caee369f"	"M379"	"1630-01-01"	"1630-12-31"	"Synopsis (printed)"	"Synopsis"	"f"	"Comical tragedy"		"f"	"f"				"f"										
"d98ea1a4-ece4-4c8a-ab5f-9e8bcb3772fc"	"M408"	"1633-01-01"	"1633-12-31"	"Synopsis (printed)"	"Synopsis"	"f"	"Tragicomedy"		"f"	"f"				"f"							"https://catalogue.bnf.fr/ark:/12148/cb386844216"			
